0.28, 0.973, 0.014,Yount,
0.30, 0.959, 0.010,Lehmann,
0.30, 0.974, 0.006,Drickey,
0.36, 0.967, 0.040,Bumiller,
0.49, 0.933, 0.009,Lehmann,
0.57, 0.915, 0.037,Bumiller,
0.60, 0.940, 0.007,Drickey,
0.62, 0.922, 0.010,Yount,
0.79, 0.920, 0.037,Bumiller,
0.93, 0.848, 0.034,Bumiller,
1.00, 0.881, 0.009,Lehmann,
1.05, 0.884, 0.009,Lehmann,
1.30, 0.867, 0.025,Yount,
1.38, 0.873, 0.036,Bumiller,
1.60, 0.849, 0.004,Drickey,
2.00, 0.810, 0.024,Dumiller,
2.00, 0.784, 0.013,Lehmann,
2.20, 0.790, 0.006,Drickey,
2.98, 0.725, 0.021,Lehmann,
0.0986623,0.989764,0.00223054,Carlson,
0.0987651,0.988116,0.00223421,Carlson,
0.10352,0.986362,0.00223586,Carlson,
0.103597,0.986353,0.00228553,Carlson,
0.103597,0.987148,0.00228369,Carlson,
0.103597,0.990073,0.00232644,Carlson,
0.108634,0.987201,0.00233064,Carlson,
0.113748,0.986552,0.00232958,Carlson,
0.113748,0.988582,0.00232479,Carlson,
0.118862,0.985754,0.00213066,Carlson,
0.118888,0.983271,0.00258311,Carlson,
0.118888,0.984661,0.00257946,Carlson,
0.118888,0.987138,0.00217715,Carlson,
0.124208,0.984833,0.00213017,Carlson,
0.124337,0.982389,0.00213541,Carlson,
0.129682,0.985087,0.00187975,Carlson,
0.129682,0.985087,0.00187975,Carlson,
0.129708,0.987801,0.00217056,Carlson,
0.129811,0.987741,0.00217064,Carlson,
0.135336,0.984678,0.00192764,Carlson,
0.135465,0.98585,0.0019253,Carlson,
0.135465,0.986689,0.00192366,Carlson,
0.13549,0.986094,0.00192481,Carlson,
0.141016,0.982982,0.00217583,Carlson,
0.141016,0.984168,0.00187686,Carlson,
0.14667,0.98213,0.00207618,Carlson,
0.14667,0.983414,0.00197473,Carlson,
0.14667,0.985535,0.00182269,Carlson,
0.146696,0.980841,0.00356382,Carlson,
0.146696,0.981682,0.00336294,Carlson,
0.146824,0.9832,0.0032589,Carlson,
0.152658,0.982774,0.00226946,Carlson,
0.152684,0.983017,0.00207159,Carlson,
0.152684,0.984447,0.00147756,Carlson,
0.152684,0.985333,0.00241117,Carlson,
0.158518,0.979283,0.00237354,Carlson,
0.158518,0.98515,0.00334249,Carlson,
0.158672,0.980107,0.00197622,Carlson,
0.158672,0.980255,0.00187713,Carlson,
0.158672,0.981095,0.00202359,Carlson,
0.164814,0.981819,0.00177313,Carlson,
0.164865,0.978805,0.00177857,Carlson,
0.164865,0.979151,0.00177794,Carlson,
0.164865,0.979546,0.00212279,Carlson,
0.164865,0.980434,0.00300868,Carlson,
0.170802,0.97916,0.00147969,Carlson,
0.170802,0.979899,0.003105,Carlson,
0.170802,0.980983,0.00142771,Carlson,
0.170802,0.981229,0.00152579,Carlson,
0.170802,0.981918,0.00147553,Carlson,
0.170802,0.982016,0.00285241,Carlson,
0.177201,0.974627,0.00282056,Carlson,
0.177201,0.978282,0.00133106,Carlson,
0.183601,0.978192,0.0012801,Carlson,
0.189923,0.977127,0.00132896,Carlson,
0.189923,0.97929,0.00132602,Carlson,
0.196656,0.974837,0.00133013,Carlson,
0.196656,0.97715,0.00132698,Carlson,
0.203184,0.975376,0.00127834,Carlson,
0.203313,0.976001,0.00127749,Carlson,
0.210097,0.975332,0.00117829,Carlson,
0.216677,0.97331,0.00127731,Carlson,
0.216677,0.973654,0.00127686,Carlson,
0.223898,0.972351,0.00127657,Carlson,
0.223924,0.973967,0.00127444,Carlson,
0.230786,0.97187,0.00127529,Carlson,
0.230812,0.971916,0.00220712,Carlson,
0.230812,0.974757,0.00146712,Carlson,
0.237956,0.968366,0.00245753,Carlson,
0.237956,0.970575,0.00132405,Carlson,
0.245152,0.968838,0.0013734,Carlson,
0.245152,0.970553,0.00151787,Carlson,
0.245178,0.974801,0.00248624,Carlson,
0.245306,0.969851,0.00191089,Carlson,
0.245306,0.970537,0.00146888,Carlson,
0.245306,0.97132,0.0027397,Carlson,
0.252785,0.971705,0.00122061,Carlson,
0.252785,0.972145,0.00268413,Carlson,
0.259904,0.967535,0.00269277,Carlson,
0.259904,0.968318,0.00156543,Carlson,
0.259904,0.968367,0.0028372,Carlson,
0.259904,0.969736,0.00112351,Carlson,
0.259904,0.97198,0.00160827,Carlson,
0.259904,0.972516,0.00116901,Carlson,
0.267537,0.967518,0.00259061,Carlson,
0.267537,0.968788,0.0016109,Carlson,
0.267537,0.969373,0.00156114,Carlson,
0.275118,0.967603,0.00136626,Carlson,
0.275118,0.968188,0.00156049,Carlson,
0.275118,0.97247,0.00267029,Carlson,
0.282777,0.966118,0.00253702,Carlson,
0.282777,0.966459,0.00151192,Carlson,
0.282777,0.966801,0.00151139,Carlson,
0.282777,0.966801,0.00151139,Carlson,
0.282777,0.967093,0.00146219,Carlson,
0.28473,0.963818,0.0022976,Carlson,
0.289588,0.966478,0.00146097,Carlson,
0.289613,0.964818,0.00185373,Carlson,
0.28969,0.966759,0.00146051,Carlson,
0.28969,0.967538,0.00204307,Carlson,
0.289896,0.964984,0.0015119,Carlson,
0.289922,0.964298,0.0018058,Carlson,
0.289922,0.966443,0.00185049,Carlson,
0.289973,0.964927,0.00204847,Carlson,
0.290024,0.965507,0.0018035,Carlson,
0.29005,0.965991,0.00151027,Carlson,
0.29005,0.969056,0.00184545,Carlson,
0.290539,0.965307,0.00224241,Carlson,
0.290539,0.967206,0.00121631,Carlson,
0.290539,0.967352,0.0014107,Carlson,
0.298351,0.964637,0.00180188,Carlson,
0.298351,0.96493,0.00121712,Carlson,
0.298351,0.967895,0.0023297,Carlson,
0.298891,0.963465,0.00151136,Carlson,
0.298917,0.963073,0.00151196,Carlson,
0.306267,0.963471,0.00238507,Carlson,
0.306267,0.964007,0.00141079,Carlson,
0.306267,0.965125,0.00121479,Carlson,
0.313977,0.963063,0.00155568,Carlson,
0.314003,0.962818,0.00155607,Carlson,
0.31426,0.961715,0.00121699,Carlson,
0.31426,0.961909,0.00121674,Carlson,
0.322329,0.962965,0.00131036,Carlson,
0.322329,0.963354,0.0012128,Carlson,
0.329114,0.958525,0.00160663,Carlson,
0.329114,0.962557,0.0015999,Carlson,
0.329885,0.960966,0.00169936,Carlson,
0.329937,0.965176,0.00174028,Carlson,
0.329937,0.965273,0.00169176,Carlson,
0.329937,0.965611,0.00173949,Carlson,
0.329988,0.960664,0.00165129,Carlson,
0.329988,0.96149,0.00164988,Carlson,
0.330476,0.960954,0.00150498,Carlson,
0.330476,0.962845,0.00150202,Carlson,
0.330476,0.965748,0.00159412,Carlson,
0.338855,0.96057,0.00174526,Carlson,
0.338855,0.961975,0.00174271,Carlson,
0.344534,0.959164,0.00160022,Carlson,
0.344534,0.959601,0.00150256,Carlson,
0.344534,0.960763,0.00154915,Carlson,
0.347001,0.959289,0.00159914,Carlson,
0.347027,0.959626,0.00159857,Carlson,
0.35538,0.957647,0.00145362,Carlson,
0.35538,0.95939,0.00145098,Carlson,
0.360263,0.957539,0.0015491,Carlson,
0.360288,0.955598,0.00155224,Carlson,
